Designator,Mid X,Mid Y,Rotation,Layer
D1,162.915,-55.7,180.0,top
D2,166.465,-55.7,180.0,top
D3,170.015,-55.7,180.0,top
D4,173.565,-55.7,180.0,top
D5,177.115,-55.7,180.0,top
ESP32C3,170.0,-120.387,180.0,top
LD2420,161.62,-71.8,90.0,top
R_OUT1,177.8,-82.5,270.0,top
TP223B1,163.388,-84.5,90.0,top
VEML7700,164.8,-99.32,90.0,top
